age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
49-51,hygiene,Encourage asking for grooming help appropriately.,Requesting help for difficult grooming tasks,Appropriate help-seeking prevents frustration.,Reassure that asking for help is okay.,['Welcome help requests'],['Shame difficulties'],Help is part of learning.
49-51,hygiene,Build pride in personal care.,Noticing clean and tidy appearance,Pride motivates continued self-care.,Acknowledge effort after grooming.,['Acknowledge effort'],['Ignore success'],Recognition builds confidence.
49-51,hygiene,Support long-term grooming habits.,Maintaining grooming routines daily,Consistency builds lifelong habits.,Keep expectations steady and age-appropriate.,['Keep expectations steady'],['Change rules often'],Consistency sustains habits.
49-51,behavior,Strengthen emotional coping skills.,Identifying emotions during challenging moments,Naming emotions helps children manage them more effectively.,Ask the child to name how they feel when upset.,['Encourage emotion naming'],['Dismiss feelings'],Naming feelings reduces intensity.
49-51,behavior,Support calming after upset.,Using calming strategies independently,Independent calming builds emotional resilience.,Practice breathing or quiet time during calm moments.,['Practice calming tools'],['Wait for meltdowns'],Practice before it’s needed.
49-51,behavior,Encourage problem-focused coping.,Talking through problems when frustrated,Verbal problem-solving prevents emotional escalation.,Ask what the problem is and what could help.,['Encourage discussion'],['Solve immediately'],Talking supports coping.
49-51,behavior,Build frustration tolerance.,Continuing effort after disappointment,Persistence builds confidence and coping strength.,Acknowledge effort and suggest another try.,['Acknowledge effort'],['Remove challenge immediately'],Trying again builds resilience.
49-51,behavior,Encourage self-reflection.,Thinking about what helped calm down,Reflection strengthens future coping strategies.,Discuss what worked after emotions settle.,['Reflect together'],['Lecture'],Reflection builds insight.
49-51,behavior,Support emotional expression with words.,Using words instead of actions when upset,Verbal expression reduces aggressive responses.,Model phrases to express feelings and needs.,['Model feeling words'],['Ignore verbal attempts'],Words are powerful tools.
49-51,behavior,Encourage patience during delays.,Waiting calmly for help or turns,Patience supports emotional regulation.,Use timers or clear waiting cues.,['Use waiting cues'],['Remove waits entirely'],Waiting is a learned skill.
49-51,behavior,Build awareness of emotional signals.,Noticing early signs of big emotions,Early awareness helps prevent meltdowns.,Point out body signs like fast breathing or clenched fists.,['Name early signals'],['Ignore early signs'],Early notice prevents escalation.
49-51,behavior,Support recovery after emotional upset.,Returning to calm after strong emotions,Recovery builds long-term emotional resilience.,Stay present and guide calming steps.,['Stay supportive'],['Withdraw support'],Recovery matters.
49-51,behavior,Build confidence in coping abilities.,Taking pride in managing emotions,Positive identity reinforces coping skills.,Acknowledge moments of successful coping.,['Acknowledge success'],['Ignore progress'],Coping success deserves recognition.
49-51,language,Expand expressive vocabulary.,Using new words in daily conversation,Active use helps words become part of working vocabulary.,Model new words naturally and invite the child to try them.,['Model new words'],['Correct excessively'],Use makes words stick.
49-51,language,Support word meaning understanding.,Asking what unfamiliar words mean,Curiosity about meaning deepens language learning.,Encourage questions when a word is unfamiliar.,['Encourage questions'],['Dismiss curiosity'],Questions grow vocabulary.
49-51,language,Encourage descriptive language.,Using adjectives to add detail,Descriptive words improve clarity and storytelling.,Ask follow-up questions like how or what kind.,['Prompt for details'],['Accept vague replies always'],Details make language richer.
49-51,language,Build sentence complexity.,Combining ideas into longer sentences,Complex sentences support clear expression of thoughts.,"Model sentences using and, because, or so.",['Model connectors'],['Correct harshly'],Modeling teaches structure.
49-51,language,Improve conversational flow.,Staying on topic during conversations,Topic maintenance supports effective communication.,Gently redirect back to the main topic when needed.,['Redirect gently'],['Scold off-topic speech'],Gentle guidance keeps focus.
49-51,language,Support listener awareness.,Adjusting words so others understand,Awareness improves successful communication.,Ask if the listener understood the message.,['Check understanding'],['Ignore confusion'],Clear speech considers others.
49-51,language,Encourage word play.,Enjoying rhymes and word games,Word play builds phonological awareness.,Play rhyming or silly-word games together.,['Play with words'],['Focus only on correctness'],Play fuels language growth.
49-51,language,Build confidence in speaking.,Sharing ideas clearly in group settings,Group speaking supports social communication skills.,Encourage sharing during group activities.,['Encourage gently'],['Force speaking'],Confidence grows with support.
49-51,language,Support narrative skills.,Explaining events in sequence,Sequencing supports storytelling and comprehension.,"Ask what happened first, next, and last.",['Use sequence prompts'],['Rush explanations'],Order improves understanding.
49-51,language,Build pride in language use.,Recognizing clear and expressive speech,Recognition reinforces positive communication habits.,Acknowledge when ideas are shared clearly.,['Acknowledge clarity'],['Ignore progress'],Recognition builds confidence.
49-51,cognitive,Develop pattern recognition skills.,Identifying repeating patterns,Pattern recognition supports early math and logic.,Point out simple color or shape patterns in daily life.,['Highlight simple patterns'],['Make patterns too complex'],Simple patterns build strong foundations.
49-51,cognitive,Encourage pattern creation.,Creating simple repeating patterns,Making patterns deepens understanding of order.,Use blocks or beads to make AB patterns together.,['Create together'],['Do it for the child'],Making patterns strengthens thinking.
49-51,cognitive,Build sequencing ability.,Predicting what comes next in a pattern,Prediction supports logical reasoning.,Pause and ask what comes next before continuing.,['Pause and ask'],['Reveal answers immediately'],Prediction builds logic.
49-51,cognitive,Strengthen attention to detail.,Noticing changes in familiar patterns,Attention to changes supports flexible thinking.,Alter one element and ask what changed.,['Invite noticing'],['Change many elements'],Small changes teach awareness.
49-51,cognitive,Encourage problem-solving through patterns.,Fixing a broken pattern,Repairing patterns builds analytical thinking.,Intentionally leave a gap and invite fixing it.,['Leave gaps'],['Correct immediately'],Fixing builds insight.
49-51,cognitive,Expand pattern complexity gradually.,Exploring AAB or ABB patterns,Varied patterns strengthen cognitive flexibility.,Introduce new patterns after mastering simple ones.,['Increase complexity slowly'],['Jump levels too fast'],Progression supports success.
49-51,cognitive,Apply pattern thinking across contexts.,Recognizing patterns in routines,Real-life patterns connect thinking to daily life.,Point out patterns in daily schedules or songs.,['Use daily routines'],['Limit to toys only'],Everyday patterns matter.
49-51,cognitive,Encourage verbal explanation of thinking.,Explaining how a pattern works,Verbalizing thinking strengthens understanding.,Ask the child to describe the pattern aloud.,['Invite explanation'],['Rush explanations'],Talking clarifies thinking.
