age_month,stage_name,development_goal,domain,skill,activity_idea
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Recognizes familiar objects by name,"Point to common items like cup, spoon, or ball and name them."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Attempts new words,Praise attempts to say new words even if mispronounced.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses familiar words consistently,"Encourage using 'mama,' 'dada,' or favorite toy names in context."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Follows simple requests with gestures,"Ask the child to give, point, or bring objects while naming them."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Shows interest in listening to stories,Read short picture books and encourage looking at images while naming them.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses words for familiar routines,"Encourage words like 'bye-bye,' 'night-night,' or 'eat' during daily activities."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Repeats short phrases or combinations of words,Model short phrases like 'all gone' or 'come here' for imitation.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Responds to simple stories or songs,Engage with nursery rhymes or short stories and observe reactions.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Points to pictures when named,Show picture books and ask 'Where is the dog?' or 'Where is the car?'
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses words to express preferences,"Encourage saying 'milk,' 'water,' 'yes,' or 'no' when offered choices."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Mimics speech intonation,Model rising and falling tones and encourage imitation.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Combines gestures with simple words,Point at object while saying its name to encourage combination.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Attempts to repeat new words,Introduce new words in context and encourage repetition.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses words to indicate wants or needs,"Encourage saying 'up,' 'more,' or 'go' during play and routines."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Follows simple two-part instructions,Give instructions like 'Pick up the ball and give it to me.'
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Recognizes common object names without gestures,Ask 'Where is the cup?' without pointing and observe response.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses sounds to attract attention,"Encourage babbling, calling, or simple words to communicate."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Responds to simple yes/no questions,Ask 'Do you want milk?' or 'Do you want ball?' and observe gestures or words.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Recognizes familiar song words,Sing nursery rhymes and pause for the child to fill in missing words.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Repeats phrases heard from adults,Model simple phrases like 'all gone' or 'come here' for imitation.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses words with gestures for social interaction,Encourage waving 'bye-bye' while saying the word.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Understands words for body parts,Ask 'Where is your nose?' or 'Where is your hand?' and observe response.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Repeats short familiar expressions,Model simple expressions like 'uh-oh' or 'all gone' for repetition.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses words to describe objects,"Encourage saying 'ball,' 'cup,' or 'car' when shown items."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Fills in missing words in simple rhymes,Sing nursery rhymes and pause for the child to complete familiar lines.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Combines words with actions,Encourage saying 'up' while raising arms or 'go' while moving forward.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Shows understanding of simple stories,Read short picture books and ask questions about characters or objects.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Repeats key words from familiar songs or chants,Sing songs and encourage the child to repeat words like 'twinkle' or 'clap.'
15,Exploration & Discovery Stage,"Support independence, social awareness, and emotional recognition",emotional_social,Shows independence in small tasks,Encourage saying 'I do it' during dressing or picking up toys.
