age_group,environment,topic,scenario,safety_category,response_guidance,learning_goal,emotional_tone,message_style,trusted_action,complexity_level,reviewed_by
4–5,School,Someone Trips You by Accident,A classmate trips you while running.,Safe mistake,Tell a teacher if you are hurt or scared.,Teach children to report accidents and distinguish them from intentional harm.,Calm,Story example,Go to a trusted adult.,1,['Teacher']
4–5,School,Feeling Nervous About Answering,You feel scared to answer a question in class.,Safe choice,Take a deep breath and ask the teacher for support.,Teach children emotional regulation and asking for help.,Reassuring,Story,Stay near the teacher and classmates.,1,['Teacher']
4–5,School,Classmate Refuses to Share Supplies,"You want to use scissors, but a classmate refuses to share.",Safe choice,Ask politely and tell the teacher if needed.,Teach peaceful problem-solving and seeking adult guidance.,Calm,Story,Seek teacher support if sharing fails.,1,['Teacher']
4–5,School,Someone Pulls Your Hair,A classmate keeps pulling your hair repeatedly.,Needs help,Say 'Stop!' and go to a teacher immediately.,Teach assertiveness and reporting unsafe behavior.,Firm,Role-play,Tell a trusted adult right away.,2,"['Teacher', 'Child psychologist']"
4–5,School,Accidental Knock Over,You accidentally knock over a stack of blocks.,Safe mistake,Tell your teacher and help clean up safely.,Teach responsibility and honesty in classroom accidents.,Calm,Story,Ask the teacher for guidance.,1,['Teacher']
4–5,School,Someone Takes Your Lunch,A classmate reaches for your lunch without asking.,Needs help,Say 'Stop!' and tell your teacher immediately.,Teach children to protect belongings and seek help.,Firm,Role-play,Go to a trusted adult immediately.,2,"['Teacher', 'Child psychologist']"
4–5,School,Friendly High-Five From Teacher,Your teacher gives you a high-five for good work.,Good touch,It’s a positive touch. Smiling or saying thank you is okay.,Teach children to recognize safe and positive touches.,Positive,Story,Respond positively to trusted adults.,1,['Teacher']
4–5,School,Someone Blocks Your Way in Hallway,A classmate stands in front of you and won’t let you pass.,Needs help,Say 'Excuse me' and tell a teacher if they don’t move.,Teach children to assert themselves safely and seek adult help.,Confident,Role-play,Go to a teacher if the situation continues.,2,"['Teacher', 'Child psychologist']"
4–5,School,Spilled Paint Accident,You accidentally knock over a bottle of paint.,Safe mistake,Tell your teacher and help clean up safely.,Teach responsibility and honesty in classroom accidents.,Calm,Story,Follow teacher instructions to clean up.,1,['Teacher']
4–5,School,Someone Refuses to Share Blocks,You want to play with blocks but a classmate refuses to share.,Safe choice,Ask politely and tell the teacher if needed.,Teach peaceful conflict resolution and seeking adult guidance.,Calm,Story,Seek teacher support if sharing fails.,1,['Teacher']
4–5,School,Someone Pulls Your Chair,A classmate pulls your chair while you are trying to sit.,Needs help,Say 'Stop!' and tell your teacher immediately.,Teach children to assert boundaries and seek adult help.,Firm,Role-play,Find a teacher to intervene.,2,"['Teacher', 'Child psychologist']"
4–5,School,Friendly Pat on Back,A friend pats your back to congratulate you.,Good touch,It’s a friendly touch. Smiling or saying thank you is okay.,"Teach children to recognize positive, safe touches.",Positive,Story,Respond positively to trusted friends.,1,['Teacher']
4–5,School,Someone Trips You Accidentally,A classmate trips you while running outside.,Safe mistake,Tell a teacher if you are hurt or scared.,Teach children to report accidents and distinguish them from intentional harm.,Calm,Story example,Find a trusted adult to explain what happened.,1,['Teacher']
4–5,School,Feeling Nervous for Presentation,You are scared to speak in front of the class.,Safe choice,Take a deep breath and ask the teacher for support.,Teach emotional regulation and seeking help.,Reassuring,Story,Stay near the teacher and classmates for support.,1,['Teacher']
4–5,School,Someone Refuses to Share Crayons,You want to color but a classmate refuses to share.,Safe choice,Ask politely and tell the teacher if needed.,Teach peaceful conflict resolution and seeking adult guidance.,Calm,Story,Seek teacher support if sharing fails.,1,['Teacher']
4–5,School,Someone Pulls Your Hair,A classmate keeps pulling your hair repeatedly.,Needs help,Say 'Stop!' and go to your teacher immediately.,Teach assertiveness and reporting unsafe behavior.,Firm,Role-play,Tell a trusted adult right away.,2,"['Teacher', 'Child psychologist']"
4–5,School,Accidental Knock Over,You accidentally knock over a stack of books.,Safe mistake,Tell your teacher and help clean up safely.,Teach responsibility and honesty in classroom accidents.,Calm,Story,Ask the teacher for guidance to clean up.,1,['Teacher']
4–5,School,Someone Tries to Take Your Bag,A classmate reaches for your backpack without permission.,Needs help,Say 'Stop!' and tell a teacher immediately.,Teach children to protect personal belongings and seek help.,Firm,Role-play,Go to a trusted adult immediately.,2,"['Teacher', 'Child psychologist']"
4–5,School,Accident While Cutting Paper,You accidentally cut your finger while using scissors.,Needs help,Tell your teacher immediately so they can help you and clean the cut.,Teach children to report injuries and handle tools safely.,Calm,Story,Go to the teacher immediately for help.,1,['Teacher']
4–5,School,Someone Pushes You in Line,A classmate keeps pushing you while waiting for your turn.,Needs help,Say 'Stop!' and tell your teacher.,Teach assertiveness and seeking help for unsafe physical actions.,Firm,Role-play,Find a teacher or playground helper immediately.,2,"['Teacher', 'Child psychologist']"
4–5,School,Feeling Sick in Class,You feel dizzy or unwell while sitting in class.,Needs help,Tell your teacher how you feel immediately.,Encourage children to report sudden illness.,Comforting,Guided scenario,Go to a trusted adult immediately.,1,['Teacher']
4–5,School,Someone Teases You About Your Clothes,A classmate says your shirt looks funny.,Needs help,Tell your teacher about the teasing instead of feeling upset alone.,Teach children to report emotional discomfort and bullying.,Neutral,Story example,Find a teacher or classroom helper to discuss how you feel.,2,"['Teacher', 'Child psychologist']"
4–5,School,Someone Takes Your Seat,Another child sits on your assigned chair.,Safe choice,"Ask politely and, if needed, tell your teacher.",Teach children to resolve small conflicts calmly with adult support.,Calm,Classroom story,Speak to the teacher if sharing doesn’t work.,1,['Teacher']
4–5,School,Unfamiliar Adult at Door,Someone you don’t know tries to enter the classroom.,Needs help,Stay inside and tell your teacher immediately.,Teach children to recognize strangers and report to trusted adults.,Serious,Guided scenario,Do not approach the person; go to your teacher.,2,"['Teacher', 'Child psychologist']"
4–5,School,Someone Tries to Grab Your Lunch,A classmate reaches for your lunchbox without permission.,Needs help,Say 'Stop!' and tell your teacher immediately.,Teach children to protect belongings and seek help.,Firm,Role-play,Go to a trusted adult immediately.,2,"['Teacher', 'Child psychologist']"
4–5,School,Friendly High-Five from Teacher,Your teacher gives you a high-five for answering correctly.,Good touch,It’s a positive touch. Smiling or saying thank you is okay.,Teach children to recognize safe and positive touches.,Positive,Story,Respond positively to trusted adults.,1,['Teacher']
4–5,School,Someone Blocks Your Way in Hallway,A classmate stands in front of you and won’t let you pass.,Needs help,Say 'Excuse me' and tell a teacher if they don’t move.,Teach children to assert themselves safely and seek adult help.,Confident,Role-play,Go to a teacher if the situation continues.,2,"['Teacher', 'Child psychologist']"
4–5,School,Someone Knocks Over Your Crayons,A classmate accidentally knocks over your crayons.,Safe mistake,Tell your teacher and help pick them up.,Teach children responsibility and how to handle accidents calmly.,Calm,Story,Seek teacher guidance if needed.,1,['Teacher']
4–5,School,Someone Pulls Your Toy Away,A classmate takes a toy from your hands.,Needs help,Say 'Stop!' and tell your teacher.,Teach children to assert boundaries and seek adult assistance.,Firm,Role-play,Go to a trusted adult immediately.,2,"['Teacher', 'Child psychologist']"
4–5,School,Someone Pushes You During Recess,A classmate pushes you while playing outside.,Needs help,Say 'Stop!' and tell the playground teacher.,Teach children to report unsafe physical behavior.,Firm,Story,Find a trusted adult for help.,2,"['Teacher', 'Child psychologist']"
4–5,School,Friendly Pat on Shoulder,A friend pats your shoulder to get your attention.,Good touch,It’s a friendly touch. Smiling or saying hello back is okay.,Teach children to recognize safe and friendly touches.,Positive,Story,Respond positively to trusted friends.,1,['Teacher']
4–5,School,Accidental Trip,You accidentally trip over a toy left on the floor.,Safe mistake,Tell a teacher if you are hurt.,Teach children to report accidents safely.,Calm,Story,Go to a trusted adult for help.,1,['Teacher']
4–5,School,Feeling Nervous About Circle Time,You are scared to speak during circle time.,Safe choice,Take a deep breath and ask the teacher for support.,Teach children emotional regulation and asking for help.,Reassuring,Story,Stay near the teacher and classmates.,1,['Teacher']
4–5,School,Classmate Refuses to Share Markers,You want to color but a classmate refuses to share markers.,Safe choice,Ask politely and tell the teacher if needed.,Teach peaceful conflict resolution and seeking adult guidance.,Calm,Story,Seek teacher support if sharing fails.,1,['Teacher']
4–5,School,Someone Pulls Your Hair,A classmate pulls your hair repeatedly after you said stop.,Needs help,Say 'Stop!' and tell your teacher immediately.,Teach assertiveness and reporting unsafe behavior.,Firm,Role-play,Go to a trusted adult right away.,2,"['Teacher', 'Child psychologist']"
4–5,School,Accidental Knock Over Blocks,You accidentally knock over a tower of blocks.,Safe mistake,Tell your teacher and help rebuild.,Teach responsibility and honesty in classroom accidents.,Calm,Story,Ask the teacher for guidance.,1,['Teacher']
