age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
8-10,Social Studies,Natural resources and their uses,easy,factual,Which natural resource do we get from forests?,We get wood for making furniture and paper.,"['Think of forest products.', 'Identify wood as key resource.', 'List common uses.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,Why do countries depend on each other for some natural resources?,Because not all resources are found everywhere on Earth.,"['Recognize resource distribution differs.', 'Think of trade and sharing.', 'Explain dependence among countries.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,How does water help in producing electricity?,Moving water turns turbines in dams to make hydroelectric power.,"['Understand how moving water works.', 'Link to turning turbines.', 'Connect to electricity generation.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,What do we get from animals that are natural resources?,"We get milk, wool, and meat.","['List animal products we use.', 'Recognize they come from nature.', 'State the examples.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,How can overusing water in one area affect people in another area?,It can reduce the supply of water downstream and cause shortages.,"['Visualize shared water sources.', 'Understand flow and dependence.', 'Explain the consequence of overuse.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,What is conservation of natural resources?,Using natural resources carefully so they last longer.,"['Define conservation.', 'Apply it to natural resources.', 'Explain the goal of saving them.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,How does using public transport help conserve natural resources?,It saves fuel and reduces pollution caused by many vehicles.,"['Identify fuel as a natural resource.', 'Think about fewer cars using less fuel.', 'Explain how this helps nature.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,Which natural resource gives us energy and light during the day?,The Sun gives us energy and light.,"['Observe sunlight.', 'Understand it gives heat and light.', 'Recognize it as a natural resource.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,Why is air considered a natural resource?,Because all living things need it to breathe and survive.,"['Recall living things need oxygen.', 'Recognize air is from nature.', 'Connect it to survival.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,What could happen if people pollute rivers and lakes?,Animals and people could lose clean water and get sick.,"['Think of who uses water.', 'Imagine effects of dirty water.', 'Explain harm to life and health.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,What do we get from petroleum?,We get fuels like petrol and diesel.,"['Identify petroleum as oil.', 'Recall its products.', 'State uses as fuels.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,How is wind energy different from coal energy?,"Wind energy is renewable and clean, while coal is non-renewable and polluting.","['Compare sources.', 'Note renewable vs non-renewable.', 'Explain environmental impact.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,Why should factories treat waste before releasing it into rivers?,"To avoid harming water, animals, and people who use it.","['Recognize factory waste is harmful.', 'Link pollution to water life.', 'Explain the need for treatment.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,What is a forest resource that people use for paper?,Wood from trees is used to make paper.,"['Identify forest products.', 'Understand wood becomes paper.', 'Connect trees to paper making.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,How does saving electricity help save natural resources?,It reduces the need to burn coal or gas for energy.,"['Understand how electricity is made.', 'Connect usage to fuel burning.', 'Explain saving effect.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,What happens when too many fish are caught from the sea?,Fish numbers go down and the ocean ecosystem is harmed.,"['Understand overfishing.', 'Think of fish life cycle.', 'Explain imbalance caused.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,Why do we need to plant more trees?,"Trees give oxygen, wood, and help keep the air clean.","['Recall tree benefits.', 'List examples like air and shade.', 'Connect to human needs.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,Which natural resource helps us grow food?,Soil helps plants grow and gives us food.,"['Identify soil use.', 'Link to plant growth.', 'Conclude connection to food.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,How can pollution affect the use of natural resources?,It can make resources like water and air unsafe to use.,"['Understand pollution harms nature.', 'Think of air, soil, and water quality.', 'Explain loss of usefulness.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,Why is it important to reuse materials like glass or metal?,It reduces waste and saves natural materials from being mined again.,"['Understand reusing saves energy.', 'Connect reuse to less mining.', 'Explain resource conservation.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,What is the impact of using too much plastic on natural resources?,It uses more oil and causes pollution that harms animals and land.,"['Recognize plastic is from oil.', 'Think of waste problems.', 'Explain environmental harm.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,Which natural resource provides us with metals like iron and copper?,Minerals from the earth provide metals like iron and copper.,"['Recall metals come from rocks.', 'Identify mining as the process.', 'Connect to mineral use.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,What is a sustainable way to use forests?,Cut some trees and plant new ones to replace them.,"['Define sustainable as balanced use.', 'Think of regrowing trees.', 'Explain how replacement helps.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,How can natural disasters like drought affect natural resources?,They can dry up water sources and damage crops and soil.,"['Understand drought means no rain.', 'Think of resources needing water.', 'Explain the resulting damage.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,What do we get from the ocean as a natural resource?,"We get fish, salt, and minerals from the ocean.","['List ocean products.', 'Identify their uses.', 'Connect them to human needs.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,Why should we not waste paper?,"Because paper is made from trees, and saving it protects forests.","['Recognize paper’s source.', 'Link saving paper to tree protection.', 'Explain environmental benefits.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,How can education help protect natural resources?,It teaches people how to use resources wisely and avoid waste.,"['Understand education spreads awareness.', 'Link knowledge to better habits.', 'Explain how this saves resources.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,What type of natural resource is sunlight?,Sunlight is a renewable natural resource.,"['Identify sunlight as energy.', 'Understand it is always available.', 'Classify it as renewable.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,Why is it important to keep rivers clean?,"Clean rivers provide safe water for people, plants, and animals.","['Recognize who uses river water.', 'Think about health and environment.', 'Explain the importance of cleanliness.']"
8-10,Social Studies,Natural resources and their uses,hard,reasoning,How does deforestation affect the balance of natural resources?,"It reduces oxygen, increases soil erosion, and harms wildlife.","['Understand what deforestation means.', 'List the effects on nature.', 'Connect to imbalance of resources.']"
8-10,Social Studies,Natural resources and their uses,easy,factual,What do we get from cows that is a natural resource?,We get milk and leather from cows.,"['Think of animal products.', 'Recognize milk and hide as natural resources.', 'List their uses.']"
8-10,Social Studies,Natural resources and their uses,medium,conceptual,Why are natural resources unevenly distributed around the world?,Because different places have different climates and landforms.,"['Think of deserts, forests, mountains.', 'Relate climate and soil to resources.', 'Explain uneven distribution.']"
