age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
18,hygiene & daily care,Encourage cooperation during face washing.,Letting toddler choose the washcloth,Choice increases willingness to participate.,Offer two washcloth options before washing.,['Offer limited choice'],['Force routine'],Choice builds cooperation.
18,safety & emergency awareness,Reduce risk during outdoor play.,Setting clear play boundaries outside,Defined limits help toddlers stay safe.,Point out safe areas before starting play.,['Repeat boundaries'],['Assume understanding'],Clear limits protect exploration.
18,emotional & social care,Support emotional naming in real time.,Naming emotions as they appear,Immediate labeling strengthens emotional awareness.,Use short phrases like “You’re excited.”,['Use simple labels'],['Lecture during emotion'],Short labels work best.
18,development support,Encourage early planning skills.,Inviting toddler to choose play materials,Choice supports planning and decision-making.,Offer two toy options and let them decide.,['Limit options'],['Overwhelm with choices'],Choice builds thinking skills.
18,development support,Strengthen coordination and control.,Practicing carrying objects while walking,Combines balance and motor planning.,Let the toddler carry light items safely.,['Supervise closely'],['Offer heavy objects'],Movement with purpose builds skills.
18,parent self-care,Maintain realistic expectations.,Accepting inconsistency in toddler behavior,Inconsistency is normal during rapid development.,Remind yourself progress is not linear.,['Adjust expectations'],['Expect steady behavior'],Ups and downs are normal.
18,parental teamwork,Stay aligned during public outings.,Agreeing on exit strategies in advance,Planning reduces stress during meltdowns.,Decide ahead when and how to leave if needed.,['Plan exits'],['Argue in the moment'],Planning keeps outings calmer.
18,feeding & nutrition,Encourage participation in meal routines.,Inviting toddler to help set the table,Involvement increases interest in meals and cooperation.,Ask the toddler to place napkins or spoons on the table.,['Keep tasks simple'],['Expect accuracy'],Helping creates ownership.
18,feeding & nutrition,Reduce food throwing behavior.,Responding calmly to food dropping,Strong reactions can reinforce the behavior.,State a simple rule and remove food briefly if thrown.,['Stay calm'],['React dramatically'],Calm limits reduce repetition.
18,sleep & routine management,Support smoother bedtime transitions.,Using the same bedtime song nightly,Familiar cues signal the brain to prepare for sleep.,Sing the same short song each night before bed.,['Repeat consistently'],['Change cues frequently'],Repetition builds sleep readiness.
18,hygiene & daily care,Increase tolerance for grooming routines.,Letting toddler hold the toothbrush after brushing,Positive endings improve cooperation next time.,Allow the toddler to hold or rinse the toothbrush briefly.,['End positively'],['Rush the finish'],Good endings matter.
18,safety & emergency awareness,Prevent door-related accidents.,Teaching to wait while doors open,Doors can pinch fingers or cause falls.,"Pause and say ""wait"" before opening doors together.",['Practice daily'],['Rush transitions'],Waiting prevents injuries.
18,emotional & social care,Support empathy development.,Noticing when others are upset,Early empathy supports social growth.,"Say simple phrases like ""He is sad"" in real moments.",['Keep language simple'],['Force apologies'],Awareness comes before empathy.
18,development support,Encourage memory skills.,Playing simple hide-and-find games,Memory supports problem-solving and persistence.,Hide toys nearby and encourage searching.,['Start easy'],['Make it too hard'],Success builds confidence.
18,development support,Strengthen fine motor precision.,Placing objects into containers,Supports hand control and coordination.,Offer boxes or jars to drop items into.,['Allow repetition'],['Interrupt play'],Repetition refines skills.
18,parent self-care,Protect emotional balance.,Lowering expectations during transition periods,Transitions increase stress for both child and parent.,Simplify routines during big changes.,['Be flexible'],['Expect perfect behavior'],Transitions take time.
18,parental teamwork,Maintain shared discipline approach.,Reviewing boundaries after challenging days,Reflection improves future consistency.,Briefly discuss what worked and what didn’t.,['Reflect together'],['Assign blame'],Review strengthens teamwork.
18,feeding & nutrition,Support calm meal endings.,Ending meals with a clear routine,Predictable endings reduce food battles and throwing.,Use a short phrase or action to signal meal completion.,['Be consistent'],['Drag meals on'],Clear endings prevent confusion.
18,sleep & routine management,Reduce resistance to naps.,Using the same nap cue daily,Consistent cues help toddlers shift from play to rest.,Repeat the same short phrase or song before naps.,['Repeat daily'],['Change cues often'],Consistency eases transitions.
18,hygiene & daily care,Build independence in routines.,Letting toddler choose routine order,Choice increases cooperation and confidence.,Offer two options like washing hands or face first.,['Limit choices'],['Rush decisions'],Small choices reduce resistance.
18,emotional & social care,Support emotional recovery after frustration.,Staying nearby without fixing immediately,Presence helps toddlers self-regulate.,Remain close and calm while emotions pass.,['Stay present'],['Rush solutions'],Presence builds regulation.
18,parental teamwork,Maintain calm coordination during meltdowns.,Letting one caregiver lead calming efforts,Too many voices can overwhelm the toddler.,Agree who will handle calming in the moment.,['Support silently'],['Both intervene at once'],One calm lead works best.
19,feeding & nutrition,Manage strong picky eating without stress.,Offering disliked foods without pressure,Pressure increases food refusal in toddlers.,Place small portions alongside preferred foods.,"['Stay neutral', 'Offer variety repeatedly']","['Force bites', 'React emotionally']",Exposure works better than pressure.
19,feeding & nutrition,Encourage independent spoon use.,Allowing messy self-feeding,Messy practice builds motor control and confidence.,Provide a toddler spoon and let them try first.,"['Expect spills', 'Praise effort']",['Take over feeding'],"Skills grow through practice, not perfection."
19,sleep & routine management,Maintain consistent sleep schedules.,Keeping fixed sleep and wake times,Consistency supports better sleep regulation.,"Follow the same timing daily, even on weekends.",['Track sleep timing'],['Shift schedules frequently'],Predictability improves sleep quality.
19,sleep & routine management,Handle bedtime resistance calmly.,Responding to stalling behaviors,Consistent responses reduce power struggles.,Acknowledge feelings but proceed with routine.,"['Stay calm', 'Repeat routine steps']",['Negotiate endlessly'],Calm firmness builds bedtime trust.
19,hygiene & daily care,Support safe tooth brushing habits.,Supervised twice-daily tooth brushing,Early oral care prevents future dental issues.,Brush together using gentle motions.,['Use soft brush'],['Rush brushing'],Routine makes hygiene easier.
19,hygiene & daily care,Encourage regular handwashing.,Teaching handwashing after activities,Reduces illness and builds hygiene awareness.,Wash hands together after play and meals.,['Model behavior'],['Skip supervision'],Learning happens through imitation.
